Section,Short_Title,Content
มาตรา 286,มาตราความผิดทางอาญา,ผู้ใดอายุกว่าสิบแปดปีดำรงชีพอยู่แม้บางส่วนจากรายได้ของหญิงซึ่งค้าประเวณี ต้องระวางโทษจำคุกตั้งแต่เจ็ดปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนสี่หมื่นบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต
มาตรา 287,มาตราความผิดทางอาญา,ผู้ใด (1) เพื่อความประสงค์แห่งการค้า หรือโดยการค้า เพื่อการแจกจ่ายหรือเพื่อการแสดงอวดแก่ประชาชน ทำ ผลิต มีไว้ นำเข้า ส่งออก หรือยังให้แพร่หลายซึ่งเอกสาร ภาพเขียน ภาพพิมพ์ ภาพระบายสี สิ่งพิมพ์ รูปภาพ ภาพโฆษณา เครื่องหมาย รูปถ่าย ภาพยนตร์ แถบบันทึกเสียง แถบบันทึกภาพ หรือสิ่งอื่นใดอันลามก... ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 288,ความผิดฐานฆ่าผู้อื่น,ผู้ใดฆ่าผู้อื่น ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี
มาตรา 289,ความผิดฐานฆ่าผู้อื่น,ผู้ใดฆ่าผู้อื่น (1) บุพการี (2) เจ้าพนักงานซึ่งกระทำการตามหน้าที่ หรือเพราะเหตุที่จะกระทำ หรือได้กระทำการตามหน้าที่ (3) ผู้ช่วยเหลือเจ้าพนักงาน (4) ฆ่าผู้อื่นโดยไตร่ตรองไว้ก่อน (5) ฆ่าผู้อื่นโดยทรมานหรือโดยกระทำทารุณโหดร้าย (6) ฆ่าผู้อื่นเพื่อตระเตรียมการ หรือเพื่อความสะดวกในการที่จะกระทำความผิดอย่างอื่น หรือ (7) ฆ่าผู้อื่นเพื่อจะเอา หรือเอาไว้ซึ่งผลประโยชน์อันเกิดแต่การที่ตนได้กระทำความผิดอื่น เพื่อปกปิดความผิดอื่นของตน หรือเพื่อหลีกเลี่ยงให้พ้นอาญาในความผิดอื่นที่ตนได้กระทำไว้ ต้องระวางโทษประหารชีวิต
มาตรา 290,มาตราความผิดทางอาญา,ผู้ใดมิได้มีเจตนาฆ่า แต่ทำร้ายผู้อื่นจนเป็นเหตุให้ผู้อื่นนั้นถึงแก่ความตาย ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบห้าปี ถ้าการกระทำความผิดนั้นมีลักษณะประการหนึ่งประการใดดังที่บัญญัติไว้ในมาตรา 289 ผู้กระทำต้องระวางโทษจำคุกตั้งแต่สามปีถึงยี่สิงปี
มาตรา 291,มาตราความผิดทางอาญา,ผู้ใดกระทำโดยประมาท และการกระทำนั้นเป็นเหตุให้ผู้อื่นถึงแก่ความตาย ต้องระวางโทษจำคุกไม่เกินสิบปี และปรับไม่เกินสองแสนบาท
มาตรา 292,มาตราความผิดทางอาญา,ผู้ใดกระทำการปฏิบัติอันทารุณ หรือด้วยปัจจัยคล้ายคลึงกันแก่บุคคลซึ่งต้องพึ่งตนในการดำรงชีพหรือการอื่นใด เพื่อให้บุคคลนั้นฆ่าตนเอง หรือถ้าบุคคลนั้นฆ่าตนเองไม่สำเร็จแต่ได้พยายามฆ่าตนเอง ต้องระวางโทษจำคุกไม่เกินเจ็ดปี และปรับไม่เกินหนึ่งแสนสี่หมื่นบาท
มาตรา 293,มาตราความผิดทางอาญา,ผู้ใดช่วยหรือยุยงเด็กอายุยังไม่เกินสิบห้าปี หรือบุคคลซึ่งไม่สามารถเข้าใจว่าการกระทำของตนมีสภาพหรือสาระสำคัญอย่างไร หรือไม่สามารถบังคับการกระทำของตนได้ ให้ฆ่าตนเอง หรือถ้าบุคคลดังกล่าวฆ่าตนเองไม่สำเร็จแต่ได้พยายามฆ่าตนเอง ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ
มาตรา 294,มาตราความผิดทางอาญา,ผู้ใดเข้าร่วมในการชุลมุนต่อสู้ระหว่างบุคคลตั้งแต่สามคนขึ้นไป และบุคคลหนึ่งคนใดเข้าร่วมในการนั้นถึงแก่ความตายโดยการกระทำในการชุลมุนต่อสู้นั้น ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ ถ้าผู้เข้าร่วมพิสูจน์ได้ว่าตนได้เข้าร่วมเพื่อห้ามปราม หรือเพื่อป้องกันโดยชอบด้วยกฎหมาย ผู้นั้นไม่ต้องรับโทษ
มาตรา 295,ความผิดฐานทำร้ายร่างกาย,ผู้ใดทำร้ายผู้อื่น จนเป็นเหตุให้เกิดอันตรายแก่กายหรือจิตใจของผู้อื่นนั้น ผู้นั้นกระทำความผิดฐานทำร้ายร่างกาย ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 296,ความผิดฐานทำร้ายร่างกาย,ผู้ใดกระทำความผิดฐานทำร้ายร่างกาย ถ้าความผิดนั้นมีลักษณะประการหนึ่งประการใดดังที่บัญญัติไว้ในมาตรา 289 ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 297,ทำร้ายร่างกายสาหัส,ผู้ใดกระทำความผิดฐานทำร้ายร่างกาย จนเป็นเหตุให้ผู้ถูกกระทำร้ายรับอันตรายสาหัส ต้องระวางโทษจำคุกตั้งแต่หกเดือนถึงสิบปี และปรับตั้งแต่หนึ่งหมื่นบาทถึงสองแสนบาท อันตรายสาหัสนั้น คือ (1) ตาบอด หูหนวก ลิ้นขาด หรือเสียฆานประสาท (2) เสียอวัยวะสืบพันธุ์ หรือความสามารถสืบพันธุ์ (3) เสียแขน ขา มือ เท้า นิ้วหรืออวัยวะอื่นใด (4) หน้าเสียโฉมอย่างติดตัว (5) แท้งลูก (6) จิตพิการอย่างติดตัว (7) ทุพพลภาพ หรือเจ็บป่วยเรื้อรังซึ่งอาจถึงตลอดชีวิต (8) ทุพพลภาพหรือเจ็บป่วยด้วยอาการทุกขเวทนาเกินกว่ายี่สิบวัน หรือจนประกอบภารกิจตามปกติไม่ได้เกินกว่ายี่สิบวัน
มาตรา 298,มาตราความผิดทางอาญา,ผู้ใดกระทำความผิดตามมาตรา 297 ถ้าความผิดนั้นมีลักษณะประการหนึ่งประการใดดังที่บัญญัติไว้ในมาตรา 289 ต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท
มาตรา 299,มาตราความผิดทางอาญา,ผู้ใดเข้าร่วมในการชุลมุนต่อสู้ระหว่างบุคคลตั้งแต่สามคนขึ้นไป และบุคคลหนึ่งคนใดเข้าร่วมในการนั้นรับอันตรายสาหัสโดยการกระทำในการชุลมุนต่อสู้นั้น ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ ถ้าผู้เข้าร่วมพิสูจน์ได้ว่าตนได้เข้าร่วมเพื่อห้ามปราม หรือเพื่อป้องกันโดยชอบด้วยกฎหมาย ผู้นั้นไม่ต้องรับโทษ
มาตรา 300,มาตราความผิดทางอาญา,ผู้ใดกระทำโดยประมาท และการกระทำนั้นเป็นเหตุให้ผู้อื่นรับอันตรายสาหัส ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 301,มาตราความผิดทางอาญา,หญิงใดทำให้ตนเองแท้งลูกหรือยอมให้ผู้อื่นทำให้ตนแท้งลูก ขณะมีอายุครรภ์เกินสิบสองสัปดาห์ ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 302,มาตราความผิดทางอาญา,ผู้ใดทำให้หญิงแท้งลูกโดยหญิงนั้นยินยอม ต้องระวางโทษจำคุกไม่เกินห้าปี หรือปรับไม่เกินหนึ่งแสนบาท หรือทั้งจำทั้งปรับ ถ้าการกระทำนั้นเป็นเหตุให้หญิงรับอันตรายสาหัสอย่างอื่นด้วย ต้องระวางโทษจำคุกไม่เกินเจ็ดปี หรือปรับไม่เกินหนึ่งแสนสี่หมื่นบาท หรือทั้งจำทั้งปรับ ถ้าเป็นเหตุให้หญิงถึงแก่ความตาย ต้องระวางโทษจำคุกตั้งแต่สามปีถึงยี่สิบปี และปรับตั้งแต่หกหมื่นบาทถึงสี่แสนบาท
มาตรา 303,มาตราความผิดทางอาญา,ผู้ใดทำให้หญิงแท้งลูกโดยหญิงนั้นไม่ยินยอม ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบปี และปรับตั้งแต่หกหมื่นบาทถึงสองแสนบาท ถ้าการกระทำนั้นเป็นเหตุให้หญิงรับอันตรายสาหัสอย่างอื่นด้วย ต้องระวางโทษตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท ถ้าเป็นเหตุให้หญิงถึงแก่ความตาย ต้องระวางโทษประหารชีวิต จำคุกตลอดชีวิต หรือจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี
มาตรา 304,มาตราความผิดทางอาญา,ผู้ใดพยายามกระทำความผิดตามมาตรา 301 หรือมาตรา 302 วรรคแรก ผู้นั้นไม่ต้องรับโทษ
มาตรา 305,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 301 หรือมาตรา 302 เป็นการกระทำของแพทย์และตามหลักเกณฑ์ของแพทยสภาในกรณีดังต่อไปนี้ ผู้กระทำไม่มีความผิด (1) จำเป็นต้องกระทำเนื่องจากหากหญิงตั้งครรภ์ต่อไปจะเสี่ยงต่อการได้รับอันตรายต่อสุขภาพทางกายหรือจิตใจ (2) จำเป็นต้องกระทำเนื่องจากมีความเสี่ยงอย่างร้ายแรงที่ทารกคลอดออกมาจะมีความผิดปกติถึงขนาดทุพพลภาพอย่างร้ายแรง (3) หญิงยืนยันต่อผู้ประกอบวิชาชีพเวชกรรมว่าตนมีครรภ์เนื่องจากการกระทำความผิดเกี่ยวกับเพศ (4) หญิงซึ่งมีอายุครรภ์ไม่เกินสิบสองสัปดาห์ยืนยันที่จะยุติการตั้งครรภ์ (5) หญิงซึ่งมีอายุครรภ์เกินสิบสองสัปดาห์แต่ไม่เกินยี่สิบสัปดาห์ ยืนยันที่จะยุติการตั้งครรภ์หลังการตรวจและรับคำปรึกษาทางเลือก
มาตรา 306,ความผิดฐานทอดทิ้งเด็กหรือผู้ป่วย,ผู้ใดทอดทิ้งเด็กอายุยังไม่เกินเก้าปีไว้ ณ ที่ใดๆ เพื่อให้เด็กนั้นพ้นไปเสียจากตน โดยประการที่จะทำให้เด็กนั้นปราศจากผู้ดูแล ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 307,มาตราความผิดทางอาญา,ผู้ใดมีหน้าที่ตามกฎหมายหรือตามสัญญาต้องดูแลบุคคลผู้พึ่งตนเองมิได้ เพราะอายุ ความป่วยเจ็บ กายพิการหรือจิตพิการ ละเลยการดูแลบุคคลนั้นในประการที่น่าจะเป็นอันตรายแก่ชีวิต ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 308,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 306 หรือมาตรา 307 เป็นเหตุให้ผู้ถูกทอดทิ้งหรือถูกละเลยรับอันตรายสาหัสหรือถึงแก่ความตาย ผู้กระทำต้องระวางโทษหนักกว่าที่บัญญัติไว้ในมาตรา 290 มาตรา 297 หรือมาตรา 298
มาตรา 309,มาตราความผิดทางอาญา,ผู้ใดข่มขืนใจผู้อื่นให้กระทำการใด ไม่กระทำการใด หรือจำยอมต่อสิ่งใด โดยทำให้กลัวว่าจะเกิดอันตรายต่อชีวิต ร่างกาย เสรีภาพ ชื่อเสียงหรือทรัพย์สินของผู้ถูกข่มขืนใจนั้นเองหรือของผู้อื่น หรือโดยใช้กำลังประทุษร้ายจนผู้ถูกข่มขืนใจต้องกระทำการนั้น ไม่กระทำการนั้นหรือจำยอมต่อสิ่งนั้น ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ (ถ้ามีอาวุธ หรือร่วมกระทำตั้งแต่ห้าคนขึ้นไป หรือทำเพื่อให้ผู้ถูกข่มขืนใจทำเอกสารสิทธิ โทษจะสูงขึ้นตามวรรคสองและวรรคสาม)
มาตรา 310,ความผิดฐานหน่วงเหนี่ยวกักขังผู้อื่น,ผู้ใดหน่วงเหนี่ยวหรือกักขังผู้อื่น หรือกระทำด้วยประการใดให้ผู้อื่นปราศจากเสรีภาพในร่างกาย ต้องระวางโทษจำคุกไม่เกินสามปี และปรับไม่เกินหกหมื่นบาท ถ้าการกระทำนั้นเป็นเหตุให้ผู้ถูกหน่วงเหนี่ยวกักขังถึงแก่ความตาย หรือรับอันตรายสาหัส โทษจะสูงขึ้นตามวรรคสอง
มาตรา 310 ทวิ,มาตราความผิดทางอาญา,ผู้ใดหน่วงเหนี่ยวหรือกักขังผู้อื่น หรือกระทำด้วยประการใดให้ผู้อื่นปราศจากเสรีภาพในร่างกาย และกระทำเพื่อให้ได้มาซึ่งค่าไถ่ หรือแสวงหาประโยชน์ในทางมิชอบด้วยกฎหมาย ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบห้าปี และปรับตั้งแต่หกหมื่นบาทถึงสามแสนบาท
มาตรา 311,มาตราความผิดทางอาญา,ผู้ใดกระทำโดยประมาท และการกระทำนั้นเป็นเหตุให้ผู้อื่นถูกหน่วงเหนี่ยว ถูกกักขัง หรือต้องปราศจากเสรีภาพในร่างกาย ต้องระวางโทษจำคุกไม่เกินหนึ่งปี หรือปรับไม่เกินสองหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 312,มาตราความผิดทางอาญา,ผู้ใดเพื่อจะเอาคนลงเป็นทาส หรือให้มีฐานะคล้ายทาส นำเข้าในราชอาณาจักรหรือส่งออกไปนอกราชอาณาจักร พาเอาไป ซื้อ ขาย จำหน่าย รับ หรือหน่วงเหนี่ยวบุคคลใดไว้ ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท
มาตรา 312 ทวิ,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 310 ทวิ หรือมาตรา 312 เป็นการกระทำแก่เด็กอายุยังไม่เกินสิบห้าปี ผู้กระทำต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท
มาตรา 313,มาตราความผิดทางอาญา,ผู้ใดเพื่อให้ได้มาซึ่งค่าไถ่ (1) เอาตัวเด็กอายุยังไม่เกินสิบห้าปีไป (2) เอาตัวบุคคลอายุกว่าสิบห้าปีไป โดยใช้อุบายหลอกลวง ขู่เข็ญ ใช้กำลังประทุษร้าย ใช้อำนาจครอบงำผิดคลองธรรม หรือใช้วิธีข่มขืนใจด้วยประการใดๆ หรือ (3) หน่วงเหนี่ยวหรือกักขังบุคคลใด ต้องระวางโทษจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี และปรับตั้งแต่สามแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต หรือประหารชีวิต (ถ้าเป็นเหตุให้รับอันตรายสาหัสหรือถึงแก่ความตาย โทษคือประหารชีวิต)
มาตรา 314,มาตราความผิดทางอาญา,ผู้ใดเป็นผู้สนับสนุนในการกระทำความผิดตามมาตรา 313 ต้องระวางโทษเช่นเดียวกับตัวการในความผิดนั้น
มาตรา 315,ความผิดฐานให้หรือรับสินบนเจ้าพนักงาน,ผู้ใดเป็นผู้จัดหา ที่พำนัก หรือซ่อนเร้นบุคคลซึ่งถูกเอาตัวไป หน่วงเหนี่ยว หรือกักขังตามมาตรา 313 หรือช่วยด้วยประการใดๆ เพื่อไม่ให้เจ้าพนักงานหรือบุคคลอื่นช่วยบุคคลนั้นได้ โดยรู้ว่าเป็นความผิดนั้น ต้องระวางโทษจำคุกตั้งแต่สิบห้าปีถึงยี่สิบปี และปรับตั้งแต่สามแสนบาทถึงสี่แสนบาท หรือจำคุกตลอดชีวิต
มาตรา 316,มาตราความผิดทางอาญา,ถ้าผู้กระทำความผิดตามมาตรา 313 มาตรา 314 หรือมาตรา 315 จัดให้ผู้ถูกเอาตัวไป ผู้ถูกหน่วงเหนี่ยว หรือผู้ถูกกักขัง ได้รับเสรีภาพก่อนศาลชั้นต้นพิพากษา โดยศาลเห็นว่าบุคคลนั้นไม่ได้รับอันตรายสาหัสหรือตกอยู่ในภาวะใกล้ชิดต่ออันตรายแก่ชีวิต ให้ลงโทษน้อยกว่าที่กฎหมายกำหนดไว้แต่ไม่น้อยกว่ากึ่งหนึ่ง
มาตรา 317,ความผิดฐานกระทำอนาจาร,ผู้ใดโดยปราศจากเหตุอันสมควร พรากเด็กอายุยังไม่เกินสิบห้าปีไปเสียจากบิดามารดา ผู้ปกครอง หรือผู้ดูแล ต้องระวางโทษจำคุกตั้งแต่สามปีถึงสิบห้าปี และปรับตั้งแต่หกหมื่นบาทถึงสามแสนบาท ผู้ใดเพื่อหากำไร หรือเพื่อการอนาจาร ซื้อ จำหน่าย หรือรับตัวเด็กซึ่งถูกพรากตามวรรคแรก ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท
มาตรา 318,ความผิดฐานกระทำอนาจาร,ผู้ใดพรากผู้เยาว์อายุกว่าสิบห้าปีแต่ยังไม่เกินสิบแปดปีไปเสียจากบิดามารดา ผู้ปกครอง หรือผู้ดูแล โดยผู้เยาว์นั้นไม่เต็มใจไปด้วย ต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท (หากกระทำเพื่อหากำไรหรือเพื่อการอนาจาร โทษจะสูงขึ้นตามวรรคสาม)
มาตรา 319,ความผิดฐานกระทำอนาจาร,ผู้ใดพรากผู้เยาว์อายุกว่าสิบห้าปีแต่ยังไม่เกินสิบแปดปีไปเสียจากบิดามารดา ผู้ปกครอง หรือผู้ดูแล เพื่อหากำไร หรือเพื่อการอนาจาร โดยผู้เยาว์นั้นเต็มใจไปด้วย ต้องระวางโทษจำคุกตั้งแต่สองปีถึงสิบปี และปรับตั้งแต่สี่หมื่นบาทถึงสองแสนบาท
มาตรา 320,มาตราความผิดทางอาญา,ผู้ใดใช้อุบายหลอกลวง ขู่เข็ญ ใช้กำลังประทุษร้าย ใช้อำนาจครอบงำผิดคลองธรรม หรือใช้วิธีข่มขืนใจด้วยประการใดๆ พาหรือส่งคนออกไปนอกราชอาณาจักร ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงยี่สิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสี่แสนบาท
มาตรา 321,มาตราความผิดทางอาญา,การกระทำความผิดตามมาตรา 309 วรรคแรก มาตรา 310 วรรคแรก และมาตรา 311 นั้น เป็นความผิดอันยอมความได้
มาตรา 321/1,มาตราความผิดทางอาญา,ถ้าการกระทำความผิดตามมาตรา 309 มาตรา 310 มาตรา 310 ทวิ หรือมาตรา 312 เป็นการกระทำต่อบุคคลตามมาตรา 285/2 (ผู้ทุพพลภาพ/จิตบกพร่อง) ผู้กระทำต้องระวางโทษหนักกว่าที่บัญญัติไว้ในมาตรานั้นๆ หนึ่งในสาม
มาตรา 322,มาตราความผิดทางอาญา,ผู้ใดเปิดผนึกหรือเอาจดหมาย โทรเลข หรือเอกสารใดๆ ซึ่งปิดผนึกของผู้อื่นไป เพื่อล่วงรู้ข้อความ หรือเพื่อนำข้อความในสิ่งเช่นว่านั้นออกเปิดเผย โดยประการที่น่าจะเกิดความเสียหายแก่ผู้อื่น ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 323,ความผิดฐานเปิดเผยความลับ,ผู้ใดล่วงรู้หรือได้มาซึ่งความลับของผู้อื่นโดยเหตุที่เป็นเจ้าพนักงาน หรือโดยเหตุที่ประกอบอาชีพแพทย์ เภสัชกร คนกลาง ทนายความ ผู้สอบบัญชี หรือผู้ช่วยในวิชาชีพเช่นว่านั้น แล้วเปิดเผยความลับนั้นในประการที่น่าจะเกิดความเสียหายแก่ผู้อื่น ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 324,มาตราความผิดทางอาญา,ผู้ใดโดยเหตุที่ตนมีตำแหน่งหน้าที่ วิชาชีพ หรืออาชีพอันเป็นที่ไว้วางใจ ล่วงรู้หรือได้มาซึ่งความลับของผู้อื่นเกี่ยวกับอุตสาหกรรม การค้นพบ หรือการนิมิตในวิทยาศาสตร์ เปิดเผยหรือใช้ความลับนั้นเพื่อประโยชน์ตนเองหรือผู้อื่น ต้องระวางโทษจำคุกไม่เกินหกเดือน หรือปรับไม่เกินหนึ่งหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 325,มาตราความผิดทางอาญา,ความผิดในหมวดความผิดต่อส่วนตัวทางจดหมาย โทรเลข หรือเอกสาร (มาตรา 322 ถึง 324) เป็นความผิดอันยอมความได้
มาตรา 334,ความผิดฐานลักทรัพย์,ผู้ใดเอาทรัพย์ของผู้อื่น หรือที่ผู้อื่นเป็นเจ้าของรวมอยู่ด้วยไปโดยทุจริต ผู้นั้นกระทำความผิดฐานลักทรัพย์ ต้องระวางโทษจำคุกไม่เกินสามปี และปรับไม่เกินหกหมื่นบาท
มาตรา 335,ความผิดฐานลักทรัพย์,"ผู้ใดลักทรัพย์ในเวลากลางคืน, ในที่อุกฉกรรจ์, โดยแปลงตัว, หรือมีเหตุฉกรรจ์อื่นๆ ตาม (1) ถึง (12) ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงห้าปี และปรับตั้งแต่สองหมื่นบาทถึงหนึ่งแสนบาท"
มาตรา 336,ความผิดฐานลักทรัพย์,ผู้ใดลักทรัพย์โดยฉกฉวยเอาไปซึ่งหน้า ผู้นั้นกระทำความผิดฐานวิ่งราวทรัพย์ ต้องระวางโทษจำคุกไม่เกินห้าปี และปรับไม่เกินหนึ่งแสนบาท
มาตรา 337,ความผิดฐานกรรโชกทรัพย์,ผู้ใดขู่เข็ญผู้อื่นให้ยอมให้หรือยอมจะให้ตนหรือผู้อื่นได้ประโยชน์ในลักษณะที่เป็นทรัพย์สิน โดยใช้กำลังประทุษร้ายหรือโดยขู่เข็ญว่าจะทำอันตราย... ผู้นั้นกระทำความผิดฐานกรรโชก ต้องระวางโทษจำคุกไม่เกินห้าปี และปรับไม่เกินหนึ่งแสนบาท
มาตรา 338,ความผิดฐานเปิดเผยความลับ,ผู้ใดขู่เข็ญว่าจะเปิดเผยความลับ ซึ่งการเปิดเผยนั้นจะทำให้ผู้ถูกขู่เข็ญหรือบุคคลที่สามเสียหาย จนผู้ถูกขู่เข็ญยอมจำยอม... ผู้นั้นกระทำความผิดฐานรีดเอาทรัพย์ ต้องระวางโทษจำคุกตั้งแต่หนึ่งปีถึงสิบปี และปรับตั้งแต่สองหมื่นบาทถึงสองแสนบาท
มาตรา 339,ความผิดฐานลักทรัพย์,ผู้ใดลักทรัพย์โดยใช้กำลังประทุษร้ายหรือขู่เข็ญว่าในทันใดนั้นจะใช้กำลังประทุษร้าย เพื่อให้ความสะดวกแก่การลักทรัพย์หรือพาทรัพย์นั้นไป... ผู้นั้นกระทำความผิดฐานชิงทรัพย์ ต้องระวางโทษจำคุกตั้งแต่ห้าปีถึงสิบปี และปรับตั้งแต่หนึ่งแสนบาทถึงสองแสนบาท
มาตรา 340,ความผิดฐานชิงทรัพย์,ผู้ใดชิงทรัพย์โดยร่วมกันกระทำความผิดด้วยกันตั้งแต่สามคนขึ้นไป ผู้นั้นกระทำความผิดฐานปล้นทรัพย์ ต้องระวางโทษจำคุกตั้งแต่สิบปีถึงสิบห้าปี และปรับตั้งแต่สองแสนบาทถึงสามแสนบาท
มาตรา 341,ความผิดฐานฉ้อโกง,ผู้ใดโดยทุจริต หลอกลวงผู้อื่นด้วยการแสดงข้อความอันเป็นเท็จ หรือปกปิดข้อความจริงซึ่งควรบอกให้แจ้ง และโดยการหลอกลวงดังว่านั้นได้ไปซึ่งทรัพย์สินจากผู้ถูกหลอกลวง... ผู้นั้นกระทำความผิดฐานฉ้อโกง ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 349,มาตราความผิดทางอาญา,ผู้ใดเอาไป เสียหาย ทำลาย ทำให้เสื่อมค่าหรือทำให้ไร้ประโยชน์ซึ่งทรัพย์อันเป็นจำนำ ถ้าได้กระทำเพื่อให้เกิดความเสียหายแก่ผู้รับจำนำ ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 350,ความผิดฐานโกงเจ้าหนี้,ผู้ใดเพื่อมิให้เจ้าหนี้ของตนหรือของผู้อื่นได้รับชำระหนี้ทั้งหมดหรือแต่บางส่วน ซึ่งได้ใช้หรือจะใช้สิทธิเรียกร้องทางศาลให้ชำระหนี้ ย้ายไปเสีย ซ่อนเร้น หรือโอนไปให้แก่ผู้อื่นซึ่งทรัพย์ใดก็ดี แกล้งให้ตนเองเป็นหนี้จำนวนใดอันไม่เป็นความจริงก็ดี ผู้นั้นกระทำความผิดฐานโกงเจ้าหนี้ ต้องระวางโทษจำคุกไม่เกินสองปี หรือปรับไม่เกินสี่หมื่นบาท หรือทั้งจำทั้งปรับ
มาตรา 352,ความผิดฐานยักยอกทรัพย์,ผู้ใดครอบครองทรัพย์ซึ่งเป็นของผู้อื่น หรือซึ่งผู้อื่นเป็นเจ้าของรวมอยู่ด้วย เบียดบังเอาทรัพย์นั้นเป็นของตนหรือบุคคลที่สามโดยทุจริต ผู้นั้นกระทำความผิดฐานยักยอก ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ (มีโทษจำคุกไม่เกินหนึ่งปีหกเดือนในกรณีทรัพย์สินหายหรือส่งมอบโดยสำคัญผิด)
มาตรา 353,มาตราความผิดทางอาญา,ผู้ใดได้รับมอบหมายให้จัดการทรัพย์สินของผู้อื่น... กระทำผิดหน้าที่ของตนด้วยประการใดๆ โดยทุจริต จนเป็นเหตุให้เกิดความเสียหายแก่ประโยชน์ในลักษณะที่เป็นทรัพย์สินของผู้อื่นนั้น ต้องระวางโทษจำคุกไม่เกินสามปี หรือปรับไม่เกินหกหมื่นบาท หรือทั้งจำทั้งปรับ
